om,yr,mo,dy,date,time,slat,slon
648523,2019,8,18,8/18/19,12:25:00,42.24,-76.77
648524,2019,8,18,8/18/19,12:25:00,40.09,-79.75
648525,2019,8,18,8/18/19,12:30:00,42.25,-76.73
648526,2019,8,18,8/18/19,12:33:00,40.09,-79.75
648527,2019,8,18,8/18/19,12:56:00,42.22,-76.49
648528,2019,8,18,8/18/19,13:06:00,39.61,-75.83
648529,2019,8,18,8/18/19,13:06:00,42.98,-76.34
648530,2019,8,18,8/18/19,13:11:00,39.12,-76.86
648531,2019,8,18,8/18/19,13:11:00,39.21,-76.74
648532,2019,8,18,8/18/19,13:18:00,42.23,-76.34
648533,2019,8,18,8/18/19,13:22:00,41.29,-84.55
648534,2019,8,18,8/18/19,13:25:00,39.64,-75.8
648535,2019,8,18,8/18/19,13:36:00,41.34,-84.27
648536,2019,8,18,8/18/19,14:06:00,41.16,-84.04
648537,2019,8,18,8/18/19,14:06:00,41.11,-84.13
648538,2019,8,18,8/18/19,14:07:00,34.91,-82.3
648539,2019,8,18,8/18/19,14:39:00,40.32,-76.01
648540,2019,8,18,8/18/19,14:40:00,40.32,-76
648541,2019,8,18,8/18/19,14:46:00,33.79,-82.47
648542,2019,8,18,8/18/19,14:52:00,38.62,-79.24
648543,2019,8,18,8/18/19,14:55:00,40.59,-74.63
648544,2019,8,18,8/18/19,14:57:00,41.51,-73.83
648545,2019,8,18,8/18/19,15:05:00,43.12,-74.47
648546,2019,8,18,8/18/19,15:08:00,40.53,-75.06
648547,2019,8,18,8/18/19,15:13:00,41.53,-80.57
648548,2019,8,18,8/18/19,15:20:00,40.798,-74.1004
648549,2019,8,18,8/18/19,15:25:00,39.98,-87.63
648550,2019,8,18,8/18/19,15:25:00,40.1,-87.63
648551,2019,8,18,8/18/19,15:30:00,40.03,-87.63
648552,2019,8,18,8/18/19,15:37:00,41.85,-80.13
648553,2019,8,18,8/18/19,15:40:00,40.68,-75.54
648554,2019,8,18,8/18/19,15:43:00,40.66,-75.49
648555,2019,8,18,8/18/19,15:45:00,40.69,-75.59
648556,2019,8,18,8/18/19,15:47:00,40.67,-75.49
648557,2019,8,18,8/18/19,15:47:00,40.67,-75.48
648558,2019,8,18,8/18/19,15:50:00,40.68,-75.49
648559,2019,8,18,8/18/19,15:55:00,35.155,-81.48
648560,2019,8,18,8/18/19,16:00:00,40.68,-75.49
648561,2019,8,18,8/18/19,16:03:00,41.06,-81.45
648562,2019,8,18,8/18/19,16:05:00,41.08,-81.47
648563,2019,8,18,8/18/19,16:07:00,41.06,-81.44
648564,2019,8,18,8/18/19,16:07:00,41.28,-79.12
648565,2019,8,18,8/18/19,16:08:00,41.1,-81.43
648566,2019,8,18,8/18/19,16:10:00,41.06,-81.39
648567,2019,8,18,8/18/19,16:10:00,41.06,-81.39
648568,2019,8,18,8/18/19,16:17:00,41.1,-81.35
648569,2019,8,18,8/18/19,16:24:00,42.97,-73.88
648570,2019,8,18,8/18/19,16:33:00,42.97,-73.8
648571,2019,8,18,8/18/19,16:34:00,42.94,-73.8
648572,2019,8,18,8/18/19,16:37:00,42.92,-73.81
648573,2019,8,18,8/18/19,16:47:00,43.01,-73.85
648574,2019,8,18,8/18/19,17:27:00,37.64,-80.51
648575,2019,8,18,8/18/19,17:40:00,40,-85.39
648576,2019,8,18,8/18/19,17:50:00,36.36,-91.41
648577,2019,8,18,8/18/19,17:50:00,39.81,-86.19
648578,2019,8,18,8/18/19,17:55:00,40.34,-76.42
648579,2019,8,19,8/19/19,11:56:00,38.7,-75.08
648580,2019,8,19,8/19/19,12:17:00,35.48,-82.54
648581,2019,8,19,8/19/19,12:24:00,42.07,-72.65
648582,2019,8,19,8/19/19,12:37:00,42.08,-72.62
648583,2019,8,19,8/19/19,12:41:00,42.09,-72.57
648584,2019,8,19,8/19/19,12:56:00,35.58,-82.04
648585,2019,8,19,8/19/19,13:02:00,34.4649,-84.9127
648586,2019,8,19,8/19/19,13:08:00,35.22,-80.94
648587,2019,8,19,8/19/19,13:10:00,36.85,-80.92
648588,2019,8,19,8/19/19,13:12:00,34.4462,-85.3628
648589,2019,8,19,8/19/19,13:28:00,40.01,-75.21
648590,2019,8,19,8/19/19,13:55:00,39.98,-75.12
648591,2019,8,19,8/19/19,14:20:00,39.93,-75
648592,2019,8,19,8/19/19,14:25:00,34.977,-85.3584
648593,2019,8,19,8/19/19,14:52:00,35.31,-81.65
648594,2019,8,19,8/19/19,15:11:00,38.05,-78.77
648595,2019,8,19,8/19/19,15:20:00,38.01,-78.77
648596,2019,8,19,8/19/19,15:55:00,37.97,-76.42
648597,2019,8,19,8/19/19,15:56:00,34.33,-82.92
648598,2019,8,19,8/19/19,16:24:00,34.19,-82.2
648599,2019,8,19,8/19/19,16:35:00,36.26,-100.97
648600,2019,8,19,8/19/19,16:40:00,34.24,-81.36
648601,2019,8,19,8/19/19,16:52:00,35.97,-80.68
648602,2019,8,19,8/19/19,17:02:00,36.29,-100.86
648603,2019,8,19,8/19/19,17:13:00,36.32,-100.97
648604,2019,8,19,8/19/19,17:20:00,38.6,-89.9
648605,2019,8,19,8/19/19,17:23:00,36.32,-100.97
648606,2019,8,19,8/19/19,17:28:00,39.94,-102.19
648607,2019,8,19,8/19/19,17:42:00,39.93,-102.2
648608,2019,8,19,8/19/19,17:55:00,39.92,-102.33
648609,2019,8,19,8/19/19,18:10:00,47.11,-103.1
648610,2019,8,19,8/19/19,18:35:00,47.03,-102.79
648611,2019,8,19,8/19/19,18:35:00,47.07,-103.06
648612,2019,8,19,8/19/19,19:10:00,47,-102.8
648613,2019,8,19,8/19/19,20:15:00,47,-109.2286
648614,2019,8,19,8/19/19,21:55:00,48.39,-100.26
648615,2019,8,19,8/19/19,22:15:00,48.31,-99.36
648616,2019,8,19,8/19/19,23:20:00,47.25,-99.99
648617,2019,8,19,8/19/19,23:25:00,47.26,-99.94
648618,2019,8,19,8/19/19,23:30:00,48.14,-98.87
648619,2019,8,20,8/20/19,1:54:00,47.64,-97.46
648620,2019,8,20,8/20/19,2:30:00,47.18,-96.8
648621,2019,8,20,8/20/19,2:50:00,43.43,-94.95
648622,2019,8,20,8/20/19,3:00:00,47.38,-96.23
648623,2019,8,20,8/20/19,3:30:00,47.26,-96.26
648624,2019,8,20,8/20/19,4:28:00,41.65,-93.82
648625,2019,8,20,8/20/19,4:48:00,46.76,-95.45
648626,2019,8,20,8/20/19,5:00:00,46.61,-95.37
648627,2019,8,20,8/20/19,5:30:00,46.42,-95.04
648628,2019,8,20,8/20/19,5:36:00,46.45,-95.13
648629,2019,8,20,8/20/19,7:43:00,40.47,-92.84
648630,2019,8,20,8/20/19,8:10:00,43.08,-94.23
648631,2019,8,20,8/20/19,10:45:00,39.98,-95.2
648632,2019,8,20,8/20/19,11:52:00,39.8,-84.02
648633,2019,8,20,8/20/19,12:08:00,39.84,-83.95
648634,2019,8,20,8/20/19,12:10:00,39.84,-83.98
648635,2019,8,20,8/20/19,12:20:00,37.09,-80.69
648636,2019,8,20,8/20/19,13:40:00,38.07,-91.4
648637,2019,8,20,8/20/19,13:55:00,37.92,-91.9
648638,2019,8,20,8/20/19,14:42:00,38.94,-77.06
648639,2019,8,20,8/20/19,15:06:00,38.8,-76.87
648640,2019,8,20,8/20/19,15:22:00,38.99,-77.36
648641,2019,8,20,8/20/19,15:44:00,38.88,-77.03
648642,2019,8,20,8/20/19,15:50:00,39.11,-77.24
648643,2019,8,20,8/20/19,16:10:00,40.52,-104.54
648644,2019,8,20,8/20/19,16:12:00,36.88,-93.4
648645,2019,8,20,8/20/19,16:18:00,40.52,-104.49
648646,2019,8,20,8/20/19,16:25:00,37.7,-99.59
648647,2019,8,20,8/20/19,16:26:00,36.6797,-82.0402
648648,2019,8,20,8/20/19,16:40:00,40.52,-104.54
648649,2019,8,20,8/20/19,16:46:00,40.54,-104.53
648650,2019,8,20,8/20/19,17:00:00,36.54,-76.19
648651,2019,8,20,8/20/19,17:03:00,39.01,-100.45
648652,2019,8,20,8/20/19,17:15:00,39.02,-100.45
648653,2019,8,20,8/20/19,17:15:00,39.01,-100.45
648654,2019,8,20,8/20/19,17:22:00,42.73,-105.39
648655,2019,8,20,8/20/19,17:23:00,41.43,-104.38
648656,2019,8,20,8/20/19,17:40:00,42.23,-105.02
648657,2019,8,20,8/20/19,17:43:00,40.11,-104.37
648658,2019,8,20,8/20/19,17:47:00,42.76,-105.39
648659,2019,8,20,8/20/19,18:00:00,42.44,-105.03
648660,2019,8,20,8/20/19,18:00:00,42.16,-105.02
648661,2019,8,20,8/20/19,18:04:00,40.16,-104.44
648662,2019,8,20,8/20/19,18:34:00,41.95,-105.1
648663,2019,8,20,8/20/19,18:40:00,41.96,-105.08
648664,2019,8,20,8/20/19,18:45:00,39.88,-104.3
648665,2019,8,20,8/20/19,22:34:00,41.87,-103.67
648666,2019,8,20,8/20/19,23:00:00,41.42,-104.1
648667,2019,8,20,8/20/19,23:40:00,41,-98.78
648668,2019,8,21,8/21/19,11:58:00,35.31,-82.56
648669,2019,8,21,8/21/19,12:05:00,42.71,-71.4
648670,2019,8,21,8/21/19,13:00:00,40.28,-75.98
648671,2019,8,21,8/21/19,13:10:00,35.518,-81.974
648672,2019,8,21,8/21/19,13:49:00,42.94,-73.8
648673,2019,8,21,8/21/19,13:57:00,36.25,-92.18
648674,2019,8,21,8/21/19,14:08:00,35.554,-81.503
648675,2019,8,21,8/21/19,14:10:00,36.9211,-91.17
648676,2019,8,21,8/21/19,14:32:00,36.1875,-95.7464
648677,2019,8,21,8/21/19,14:35:00,35.911,-81.592
648678,2019,8,21,8/21/19,14:45:00,42.73,-73.76
648679,2019,8,21,8/21/19,14:49:00,42.77,-73.69
648680,2019,8,21,8/21/19,15:04:00,38.62,-104.88
648681,2019,8,21,8/21/19,15:06:00,38.61,-104.89
648682,2019,8,21,8/21/19,15:54:00,43.17,-107.72
648683,2019,8,21,8/21/19,16:10:00,37.14,-100.92
648684,2019,8,21,8/21/19,18:19:00,37.83,-97.72
648685,2019,8,21,8/21/19,18:27:00,39.66,-105.15
648686,2019,8,21,8/21/19,18:40:00,39.7,-104.88
648687,2019,8,21,8/21/19,18:41:00,39.7,-105.28
648688,2019,8,21,8/21/19,18:45:00,39.72,-104.95
648689,2019,8,21,8/21/19,18:46:00,39.67,-104.85
648690,2019,8,21,8/21/19,19:02:00,37.61,-97.62
648691,2019,8,21,8/21/19,19:14:00,47.323,-111.4546
648692,2019,8,21,8/21/19,19:47:00,38.26,-94.33
648693,2019,8,21,8/21/19,20:18:00,36.73,-102.78
648694,2019,8,21,8/21/19,20:30:00,44.58,-106.91
648695,2019,8,21,8/21/19,21:55:00,42.9314,-106.1862
648696,2019,8,21,8/21/19,22:22:00,38.03,-103.68
648697,2019,8,22,8/22/19,16:02:00,38.91,-104.86
648698,2019,8,22,8/22/19,16:09:00,41.07,-104.13
648699,2019,8,22,8/22/19,16:29:00,39.62,-77.4
648700,2019,8,22,8/22/19,16:31:00,35.06,-98.26
648701,2019,8,22,8/22/19,16:59:00,40.91,-103.84
648702,2019,8,22,8/22/19,16:59:00,40.91,-103.84
648703,2019,8,22,8/22/19,17:05:00,36.78,-103.99
648704,2019,8,22,8/22/19,17:25:00,35.14,-97.06
648705,2019,8,22,8/22/19,17:50:00,35.63,-92.68
648706,2019,8,22,8/22/19,18:05:00,35.52,-97.58
648707,2019,8,22,8/22/19,18:09:00,35.53,-97.58
648708,2019,8,22,8/22/19,18:40:00,44.6,-106.36
648709,2019,8,22,8/22/19,18:50:00,45.8,-108.63
648710,2019,8,22,8/22/19,18:50:00,35.62,-97.06
648711,2019,8,22,8/22/19,18:56:00,44.35,-106.1333
648712,2019,8,22,8/22/19,18:58:00,45.78,-108.56
648713,2019,8,22,8/22/19,19:05:00,45.84,-108.49
648714,2019,8,22,8/22/19,19:05:00,45.82,-108.46
648715,2019,8,22,8/22/19,19:08:00,45.84,-108.49
648716,2019,8,22,8/22/19,19:08:00,45.82,-108.48
648717,2019,8,22,8/22/19,19:10:00,45.83,-108.45
648718,2019,8,22,8/22/19,19:15:00,45.78,-108.43
648719,2019,8,22,8/22/19,20:10:00,45.8,-106.28
648720,2019,8,23,8/23/19,2:15:00,40.5951,-98.4268
648721,2019,8,23,8/23/19,13:58:00,33.36,-80.66
648722,2019,8,23,8/23/19,15:10:00,39.73,-104.31
648723,2019,8,23,8/23/19,15:21:00,39.76,-104.41
648724,2019,8,23,8/23/19,15:24:00,39.74,-104.37
648725,2019,8,23,8/23/19,15:45:00,35.65,-81.29
648726,2019,8,23,8/23/19,16:30:00,44.57,-106.93
648727,2019,8,23,8/23/19,16:30:00,41.19,-104.85
648728,2019,8,23,8/23/19,16:32:00,41.17,-104.77
648729,2019,8,23,8/23/19,16:37:00,41.3,-104.79
648730,2019,8,23,8/23/19,16:41:00,44.58,-106.91
648731,2019,8,23,8/23/19,16:42:00,41.29,-104.79
648732,2019,8,23,8/23/19,16:42:00,38.12,-102.25
648733,2019,8,23,8/23/19,16:43:00,44.77,-107.06
648734,2019,8,23,8/23/19,16:44:00,41.29,-104.79
648735,2019,8,23,8/23/19,16:45:00,41.29,-104.79
648736,2019,8,23,8/23/19,16:45:00,41.3,-104.83
648737,2019,8,23,8/23/19,16:59:00,44.79,-107.04
648738,2019,8,23,8/23/19,17:05:00,41.29,-104.79
648739,2019,8,23,8/23/19,17:12:00,38.12,-102.59
648740,2019,8,23,8/23/19,17:22:00,38.14,-102.59
648741,2019,8,23,8/23/19,17:25:00,38.59,-104.46
648742,2019,8,23,8/23/19,17:52:00,40.59,-104.73
648743,2019,8,23,8/23/19,17:52:00,40.58,-104.76
648744,2019,8,23,8/23/19,18:09:00,37.22,-100.77
648745,2019,8,23,8/23/19,18:10:00,37.56,-100.95
648746,2019,8,23,8/23/19,18:10:00,38.93,-103
648747,2019,8,23,8/23/19,18:13:00,37.93,-101.21
648748,2019,8,23,8/23/19,18:15:00,38.18,-102.66
648749,2019,8,23,8/23/19,19:21:00,36.81,-100.52
648750,2019,8,23,8/23/19,20:20:00,36.62,-100.12
648751,2019,8,23,8/23/19,20:35:00,36.46,-100.54
648752,2019,8,23,8/23/19,21:08:00,40.0466,-101.5133
648753,2019,8,23,8/23/19,22:17:00,35.7,-100.52
648754,2019,8,24,8/24/19,5:40:00,48.96,-101.63
648755,2019,8,24,8/24/19,12:50:00,34.2211,-84.0843
648756,2019,8,24,8/24/19,15:49:00,37.15,-103.03
648757,2019,8,24,8/24/19,18:04:00,39.44,-99.85
648758,2019,8,24,8/24/19,18:20:00,39.42,-99.85
648759,2019,8,24,8/24/19,19:02:00,40.0139,-101.9382
648760,2019,8,24,8/24/19,19:10:00,37.99,-101.83
648761,2019,8,24,8/24/19,19:20:00,37.98,-101.74
648762,2019,8,24,8/24/19,19:22:00,37.98,-101.76
648763,2019,8,24,8/24/19,19:28:00,38.28,-101.29
648764,2019,8,24,8/24/19,19:38:00,37.98,-101.75
648765,2019,8,24,8/24/19,19:39:00,37.83,-101.76
648766,2019,8,24,8/24/19,19:43:00,37.91,-101.76
648767,2019,8,24,8/24/19,19:45:00,37.85,-101.69
648768,2019,8,24,8/24/19,19:55:00,38.32,-101.05
648769,2019,8,24,8/24/19,20:00:00,37.79,-101.68
648770,2019,8,24,8/24/19,20:03:00,38.75,-98.54
648771,2019,8,24,8/24/19,20:05:00,39.3499,-100.0756
648772,2019,8,24,8/24/19,20:06:00,39.35,-100.07
648773,2019,8,24,8/24/19,20:20:00,38.27,-100.72
648774,2019,8,24,8/24/19,20:24:00,38.65,-98.54
648775,2019,8,24,8/24/19,20:25:00,38.37,-100.76
648776,2019,8,24,8/24/19,21:10:00,37.58,-101.51
648777,2019,8,24,8/24/19,21:35:00,39.04,-100.12
648778,2019,8,25,8/25/19,2:00:00,37.57,-98.82
648779,2019,8,25,8/25/19,2:30:00,38.2,-99.52
648780,2019,8,25,8/25/19,14:05:00,46.73,-101.36
648781,2019,8,25,8/25/19,14:40:00,47.57,-100.44
648782,2019,8,25,8/25/19,15:04:00,47.57,-100.44
648783,2019,8,25,8/25/19,15:19:00,46.8205,-100.8022
648784,2019,8,25,8/25/19,15:22:00,47.58,-100.34
648785,2019,8,25,8/25/19,15:33:00,47.49,-100.44
648786,2019,8,25,8/25/19,16:07:00,47.07,-101.38
648787,2019,8,25,8/25/19,16:15:00,47.37,-100.44
648788,2019,8,25,8/25/19,16:43:00,26.2089,-98.237
648789,2019,8,25,8/25/19,16:55:00,47.26,-100.55
648790,2019,8,25,8/25/19,16:56:00,46.68,-100.06
648791,2019,8,25,8/25/19,17:14:00,44.21,-100.73
648792,2019,8,25,8/25/19,17:16:00,46.67,-99.92
648793,2019,8,25,8/25/19,17:25:00,47.62,-101.26
648794,2019,8,25,8/25/19,18:40:00,44.2798,-105.4857
648795,2019,8,25,8/25/19,18:45:00,44.2346,-105.6867
648796,2019,8,25,8/25/19,18:50:00,44.5634,-104.8737
648797,2019,8,25,8/25/19,18:52:00,44.2734,-105.444
648798,2019,8,25,8/25/19,19:20:00,43.91,-104.9
648799,2019,8,25,8/25/19,20:05:00,43.67,-104.27
648800,2019,8,25,8/25/19,20:51:00,43.44,-103.71
648801,2019,8,25,8/25/19,21:21:00,43.1511,-103.23
648802,2019,8,25,8/25/19,21:45:00,42.83,-103.02
648803,2019,8,25,8/25/19,21:50:00,42.83,-103
648804,2019,8,25,8/25/19,22:00:00,42.78,-102.69
648805,2019,8,25,8/25/19,22:15:00,42.93,-102.47
648806,2019,8,25,8/25/19,22:25:00,42.89,-102.2
648807,2019,8,25,8/25/19,23:14:00,43.5845,-100.75
648808,2019,8,26,8/26/19,2:26:00,41.88,-100.04
648809,2019,8,26,8/26/19,3:05:00,41.74,-99.76
648810,2019,8,26,8/26/19,4:05:00,41.58,-99.29
648811,2019,8,26,8/26/19,4:17:00,41.43,-99.13
648812,2019,8,26,8/26/19,7:20:00,40.11,-97.07
648813,2019,8,26,8/26/19,7:28:00,40.08,-96.96
648814,2019,8,26,8/26/19,7:31:00,40.11,-96.94
648815,2019,8,26,8/26/19,7:38:00,40.04,-96.94
648816,2019,8,26,8/26/19,13:55:00,37.07,-93.55
648817,2019,8,26,8/26/19,15:05:00,36.5,-93.22
648818,2019,8,26,8/26/19,15:29:00,36.478,-93.0884
648819,2019,8,26,8/26/19,16:10:00,36.24,-93.12
648820,2019,8,26,8/26/19,16:37:00,36.7602,-90.5672
648821,2019,8,26,8/26/19,17:23:00,43.95,-94.17
648822,2019,8,26,8/26/19,18:48:00,37.26,-94.83
648823,2019,8,26,8/26/19,19:17:00,37.18,-94.74
648824,2019,8,26,8/26/19,19:35:00,36.6673,-96.3333
648825,2019,8,26,8/26/19,19:38:00,37.08,-94.7
648826,2019,8,26,8/26/19,19:48:00,37.07,-94.71
648827,2019,8,26,8/26/19,21:18:00,35.44,-97.67
648828,2019,8,26,8/26/19,21:21:00,35.38,-97.58
648829,2019,8,26,8/26/19,21:33:00,35.37,-98.09
648830,2019,8,26,8/26/19,21:40:00,35.32,-98.04
648831,2019,8,26,8/26/19,22:16:00,36.364,-95.8391
648832,2019,8,26,8/26/19,22:25:00,35.2,-97.83
648833,2019,8,26,8/26/19,22:29:00,36.1711,-94.23
648834,2019,8,26,8/26/19,22:29:00,36.3617,-95.8374
648835,2019,8,26,8/26/19,23:15:00,35.6,-98.12
648836,2019,8,27,8/27/19,1:53:00,34.53,-97.87
648837,2019,8,27,8/27/19,2:59:00,35.52,-98.73
648838,2019,8,27,8/27/19,3:26:00,35.06,-98.26
648839,2019,8,27,8/27/19,12:54:00,35.29,-100.43
648840,2019,8,27,8/27/19,16:27:00,35.24,-106.7
648841,2019,8,27,8/27/19,16:35:00,35.2251,-106.6778
648842,2019,8,27,8/27/19,17:35:00,31.29,-105.87
648843,2019,8,27,8/27/19,18:25:00,31.57,-103.02
648844,2019,8,27,8/27/19,18:35:00,31.8263,-106.5074
648845,2019,8,27,8/27/19,18:55:00,31.77,-106.51
648846,2019,8,27,8/27/19,19:01:00,46.49,-87.12
648847,2019,8,27,8/27/19,19:10:00,31.84,-106.51
648848,2019,8,27,8/27/19,19:19:00,31.7709,-106.5047
648849,2019,8,27,8/27/19,19:23:00,31.76,-106.49
648850,2019,8,27,8/27/19,19:40:00,31.4578,-103.3955
648851,2019,8,27,8/27/19,22:02:00,35.3154,-106.7082
648852,2019,8,28,8/28/19,2:00:00,32.7477,-105.9185
648853,2019,8,28,8/28/19,12:20:00,34.11,-109.29
648854,2019,8,28,8/28/19,17:05:00,36.3,-104.25
648855,2019,8,28,8/28/19,17:26:00,31.7,-110.35
648856,2019,8,28,8/28/19,17:39:00,31.95,-110.77
648857,2019,8,29,8/29/19,5:04:00,42.11,-94.16
648858,2019,8,29,8/29/19,9:20:00,40.66,-92.52
648859,2019,8,29,8/29/19,9:25:00,40.62,-92.45
648860,2019,8,29,8/29/19,9:30:00,40.6,-92.43
648861,2019,8,29,8/29/19,10:10:00,40.52,-92.53
648862,2019,8,29,8/29/19,13:23:00,43.9,-87.75
648863,2019,8,29,8/29/19,13:54:00,43.62,-87.95
648864,2019,8,29,8/29/19,14:00:00,43.62,-87.93
648865,2019,8,29,8/29/19,14:00:00,39.42,-92.38
648866,2019,8,29,8/29/19,15:43:00,40.69,-101.16
648867,2019,8,29,8/29/19,15:48:00,40.72,-101.16
648868,2019,8,29,8/29/19,15:52:00,40.66,-101.16
648869,2019,8,29,8/29/19,16:15:00,43.45,-85.98
648870,2019,8,29,8/29/19,16:15:00,40.08,-93.62
648871,2019,8,29,8/29/19,16:15:00,43.44,-85.98
648872,2019,8,29,8/29/19,16:25:00,40.54,-101.02
648873,2019,8,29,8/29/19,16:31:00,33.79,-99.13
648874,2019,8,29,8/29/19,16:38:00,43.4,-86.18
648875,2019,8,29,8/29/19,16:55:00,40.38,-101.1
648876,2019,8,29,8/29/19,17:00:00,40.35,-101.11
648877,2019,8,29,8/29/19,17:11:00,38.21,-101.52
648878,2019,8,29,8/29/19,17:11:00,40.2997,-100.8331
648879,2019,8,29,8/29/19,17:20:00,40.16,-100.8
648880,2019,8,29,8/29/19,17:24:00,40.2356,-100.8722
648881,2019,8,29,8/29/19,17:25:00,40.23,-100.84
648882,2019,8,29,8/29/19,17:30:00,40.23,-100.84
648883,2019,8,29,8/29/19,17:32:00,40.086,-100.7956
648884,2019,8,29,8/29/19,17:35:00,43.22,-85.75
648885,2019,8,29,8/29/19,17:45:00,40.091,-100.6049
648886,2019,8,29,8/29/19,17:45:00,40.14,-100.72
648887,2019,8,29,8/29/19,17:55:00,40.03,-100.62
648888,2019,8,29,8/29/19,17:57:00,43.19,-85.26
648889,2019,8,29,8/29/19,18:00:00,39.82,-100.53
648890,2019,8,29,8/29/19,18:15:00,39.81,-100.89
648891,2019,8,29,8/29/19,18:50:00,33.3239,-100.2407
648892,2019,8,29,8/29/19,18:52:00,39.47,-100.74
648893,2019,8,29,8/29/19,19:18:00,39.2343,-100.5917
648894,2019,8,29,8/29/19,19:30:00,40.26,-94.04
648895,2019,8,29,8/29/19,20:15:00,40.03,-98.07
648896,2019,8,29,8/29/19,20:26:00,39.01,-99.88
648897,2019,8,29,8/29/19,20:40:00,38.84,-99.73
648898,2019,8,30,8/30/19,2:30:00,37.81,-100.35
648899,2019,8,30,8/30/19,5:30:00,35.75,-98.75
648900,2019,8,30,8/30/19,5:30:00,35.75,-98.75
648901,2019,8,30,8/30/19,5:35:00,35.75,-98.75
648902,2019,8,30,8/30/19,5:35:00,35.74,-98.75
648903,2019,8,30,8/30/19,13:57:00,32.9796,-96.2942
648904,2019,8,30,8/30/19,14:25:00,38.2147,-91.1938
648905,2019,8,30,8/30/19,15:00:00,37.21,-104.83
648906,2019,8,30,8/30/19,16:30:00,39.05,-104.18
648907,2019,8,30,8/30/19,18:10:00,37.84,-104.86
648908,2019,8,30,8/30/19,18:34:00,36.57,-102.78
648909,2019,8,31,8/31/19,3:07:00,39.5,-101.19
648910,2019,8,31,8/31/19,3:29:00,37.67,-100.65
648911,2019,8,31,8/31/19,15:15:00,38.65,-79.33
648912,2019,8,31,8/31/19,16:10:00,38.1886,-84.822
648913,2019,8,31,8/31/19,16:47:00,38.39,-84.3
648914,2019,8,31,8/31/19,16:54:00,38.3906,-84.2999
648915,2019,8,31,8/31/19,16:58:00,38.39,-84.29
648916,2019,8,31,8/31/19,17:37:00,38.2,-84.53
648917,2019,8,31,8/31/19,18:18:00,40.89,-104.95
648918,2019,8,31,8/31/19,21:25:00,35.3,-101.87
648919,2019,8,31,8/31/19,22:45:00,31.7896,-111.0315
648920,2019,9,1,9/1/19,14:01:00,40.25,-83.76
648921,2019,9,1,9/1/19,14:59:00,39.44,-83.94
648922,2019,9,1,9/1/19,15:15:00,40.11,-83.27
648923,2019,9,1,9/1/19,15:35:00,40.11,-83.18
648924,2019,9,1,9/1/19,15:43:00,40.116,-83.1197
648925,2019,9,1,9/1/19,15:45:00,45.98,-105.39
648926,2019,9,1,9/1/19,15:51:00,40.1504,-82.9979
648927,2019,9,1,9/1/19,16:14:00,40.15,-82.69
648928,2019,9,1,9/1/19,23:15:00,44.41,-101.75
648929,2019,9,2,9/2/19,0:40:00,44.06,-101.39
648930,2019,9,2,9/2/19,1:26:00,43.88,-101.14
648931,2019,9,2,9/2/19,2:50:00,43.46,-100.93
648932,2019,9,2,9/2/19,3:10:00,43.3045,-100.6416
648933,2019,9,2,9/2/19,3:10:00,43.2823,-100.7519
648934,2019,9,2,9/2/19,3:45:00,43.06,-100.51
648935,2019,9,2,9/2/19,3:50:00,43.05,-100.53
648936,2019,9,2,9/2/19,8:08:00,42.11,-97.45
648937,2019,9,2,9/2/19,8:27:00,48.72,-104.74
648938,2019,9,2,9/2/19,9:37:00,48.39,-104.26
648939,2019,9,2,9/2/19,9:50:00,48.39,-104.29
648940,2019,9,2,9/2/19,9:55:00,47.82,-104.51
648941,2019,9,2,9/2/19,10:00:00,48.35,-104
648942,2019,9,2,9/2/19,10:42:00,48.28,-103.63
648943,2019,9,2,9/2/19,11:05:00,48.58,-102.82
648944,2019,9,2,9/2/19,11:10:00,47.84,-103.64
648945,2019,9,2,9/2/19,11:11:00,47.85,-103.64
648946,2019,9,2,9/2/19,11:36:00,47.88,-103.27
648947,2019,9,2,9/2/19,11:55:00,47.85,-102.94
648948,2019,9,2,9/2/19,12:02:00,47.81,-102.81
648949,2019,9,2,9/2/19,14:00:00,47.36,-101.13
648950,2019,9,2,9/2/19,14:10:00,47.82,-100.1
648951,2019,9,2,9/2/19,14:50:00,38.97,-77.74
648952,2019,9,2,9/2/19,15:00:00,47.45,-99.13
648953,2019,9,2,9/2/19,15:02:00,47.45,-99.13
648954,2019,9,2,9/2/19,15:50:00,47.08,-98.66
648955,2019,9,2,9/2/19,16:05:00,47.44,-98.12
648956,2019,9,2,9/2/19,16:20:00,38.64,-77.26
648957,2019,9,2,9/2/19,16:30:00,46.49,-98.92
648958,2019,9,2,9/2/19,17:31:00,46.26,-97.13
648959,2019,9,2,9/2/19,17:40:00,46.27,-97
648960,2019,9,2,9/2/19,19:05:00,45.78,-95.6
648961,2019,9,2,9/2/19,19:13:00,45.73,-95.52
648962,2019,9,2,9/2/19,19:25:00,45.53,-95.39
648963,2019,9,2,9/2/19,19:33:00,45.42,-95.34
648964,2019,9,2,9/2/19,19:43:00,45.5,-95.12
648965,2019,9,2,9/2/19,19:45:00,40.89,-104.95
648966,2019,9,2,9/2/19,19:54:00,45.3,-94.95
648967,2019,9,2,9/2/19,19:55:00,45.45,-95
648968,2019,9,2,9/2/19,21:46:00,44.6533,-93.5169
648969,2019,9,2,9/2/19,22:00:00,44.44,-93.58
648970,2019,9,2,9/2/19,22:15:00,44.25,-93.44
